Id,MSZoning,LotArea,LotShape,OverallCond,YearBuilt,RoofStyle,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageArea,GarageCond,YrSold,SalePrice
755,RL,7930,Reg,8,1969,Gable,CBlock,1026,GasA,SBrkr,1026,Gd,5,Detchd,1969,440,TA,2009,156000
756,FV,3230,Reg,5,1999,Gable,PConc,729,GasA,SBrkr,1471,TA,6,Detchd,1999,440,TA,2009,172500
757,RL,10769,IR1,5,2007,Gable,PConc,866,GasA,SBrkr,1768,Gd,7,Attchd,2007,578,TA,2009,212000
758,RL,11616,IR1,5,1978,Hip,CBlock,672,GasA,SBrkr,1386,TA,6,Attchd,1978,440,TA,2010,158900
759,FV,2280,Reg,5,1999,Gable,PConc,744,GasA,SBrkr,1501,TA,6,Detchd,1999,440,TA,2008,179400
760,RL,12257,IR1,5,1995,Gable,PConc,1318,GasA,SBrkr,2531,Gd,9,Attchd,1995,752,TA,2007,290000
761,RL,9100,Reg,6,1959,Hip,CBlock,864,GasA,SBrkr,864,TA,5,Detchd,2008,300,Ex,2009,127500
762,RM,6911,Reg,5,1924,Gable,PConc,1145,GasA,SBrkr,1301,Fa,5,Detchd,1965,440,TA,2009,100000
763,FV,8640,Reg,5,2009,Gable,PConc,756,GasA,SBrkr,1547,Gd,7,Attchd,2009,614,TA,2010,215200
764,RL,9430,Reg,5,1999,Gable,PConc,1252,GasA,SBrkr,2365,Gd,8,Attchd,1999,856,TA,2009,337000
765,RL,9549,IR1,5,1995,Hip,PConc,1494,GasA,SBrkr,1494,Ex,6,Attchd,1995,481,TA,2006,270000
766,RL,14587,IR1,5,2008,Gable,PConc,1498,GasA,SBrkr,1506,Ex,6,Attchd,2008,592,TA,2008,264132
767,RL,10421,Reg,5,1988,Gable,CBlock,980,GasA,SBrkr,1714,TA,7,Attchd,1988,496,TA,2010,196500
768,RL,12508,IR1,7,1940,Gable,CBlock,983,GasA,SBrkr,1750,TA,7,Attchd,1989,423,TA,2008,160000
769,RL,9100,Reg,5,2004,Hip,PConc,1860,GasA,SBrkr,1836,Gd,8,Attchd,2004,484,TA,2006,216837
770,RL,53504,IR2,5,2003,Hip,PConc,1650,GasA,SBrkr,3279,Ex,12,BuiltIn,2003,841,TA,2010,538000
771,RL,7252,IR1,5,1982,Hip,CBlock,858,GasA,SBrkr,858,TA,5,Detchd,1983,576,TA,2009,134900
772,RL,8877,Reg,5,1951,Gable,CBlock,836,GasA,FuseF,1220,TA,6,Detchd,1951,396,TA,2006,102000
773,RL,7819,Reg,5,1976,Gable,CBlock,1029,GasA,SBrkr,1117,TA,6,Detchd,1976,672,TA,2010,107000
774,RL,10150,Reg,5,1958,Gable,CBlock,912,GasA,FuseA,912,TA,5,Attchd,1958,275,TA,2007,114500
775,RL,14226,Reg,5,2006,Hip,PConc,1935,GasA,SBrkr,1973,Gd,9,Attchd,2006,895,TA,2007,395000
776,RM,4500,Reg,5,1998,Hip,PConc,1204,GasA,SBrkr,1204,TA,5,Attchd,1998,412,TA,2009,162000
777,RL,11210,IR1,5,2005,Gable,PConc,1614,GasA,SBrkr,1614,Gd,7,Attchd,2005,865,TA,2006,221500
778,RL,13350,IR1,5,1974,Hip,CBlock,864,GasA,SBrkr,894,TA,5,Attchd,1974,440,TA,2006,142500
779,RH,8400,Reg,5,1977,Gable,Slab,0,GasA,SBrkr,2020,TA,10,Detchd,1977,630,TA,2007,144000
780,RL,10530,Reg,5,1977,Gable,CBlock,975,GasA,SBrkr,1004,TA,4,Attchd,1977,504,TA,2006,135000
781,RL,7875,Reg,5,1995,Gable,PConc,1237,GasA,SBrkr,1253,TA,6,Attchd,1995,402,TA,2007,176000
782,RL,7153,Reg,5,1992,Gable,PConc,761,GasA,SBrkr,1603,Gd,7,Attchd,1992,484,TA,2006,175900
783,RL,16285,IR2,5,2001,Gable,PConc,1413,GasA,SBrkr,1430,Gd,6,Attchd,2001,605,TA,2009,187100
784,RL,9101,IR1,6,1978,Gable,PConc,1097,GasA,SBrkr,1110,Gd,4,Attchd,1978,602,TA,2009,165500
785,RM,6300,Reg,6,1914,Gable,CBlock,742,GasA,SBrkr,1484,TA,9,NA,NA,0,NA,2008,128000
786,RL,9790,Reg,5,1967,Gable,CBlock,1372,GasA,SBrkr,1342,TA,7,Attchd,1967,457,TA,2009,161500
787,RM,10800,Reg,6,1915,Gable,PConc,686,GasA,SBrkr,1652,TA,7,Detchd,1961,416,TA,2010,139000
788,RL,10142,IR1,5,2004,Gable,PConc,956,GasA,SBrkr,2084,Gd,8,BuiltIn,2004,618,TA,2010,233000
789,RM,6000,Reg,7,1954,Gable,CBlock,901,GasA,SBrkr,901,TA,4,Detchd,1954,281,TA,2008,107900
790,RL,12205,IR1,8,1966,Gable,CBlock,832,GasA,SBrkr,2087,Gd,9,Attchd,1966,444,TA,2007,187500
791,RL,3182,Reg,5,2005,Gable,PConc,1145,GasA,SBrkr,1145,Gd,5,Attchd,2005,397,TA,2009,160200
792,RL,11333,IR1,5,1976,Gable,PConc,1029,GasA,SBrkr,1062,TA,5,Attchd,1976,539,TA,2007,146800
793,RL,9920,IR1,5,1996,Gable,PConc,1117,GasA,SBrkr,2013,TA,8,Attchd,1997,455,TA,2007,269790
794,RL,9158,Reg,5,2007,Gable,PConc,1496,GasA,SBrkr,1496,Gd,7,Attchd,2007,474,TA,2007,225000
795,RL,10832,IR1,5,1994,Gable,PConc,712,GasA,SBrkr,1895,Gd,7,Attchd,1994,409,TA,2008,194500
796,RL,8400,Reg,6,1980,Gable,CBlock,650,GasA,SBrkr,1564,TA,7,Attchd,1980,476,TA,2010,171000
797,RL,8197,Reg,5,1977,Gable,CBlock,660,GasA,SBrkr,1285,TA,7,Attchd,1977,528,TA,2007,143500
798,RL,7677,Reg,5,1953,Gable,CBlock,773,GasA,SBrkr,773,TA,4,Attchd,1953,240,TA,2008,110000
799,RL,13518,Reg,5,2008,Hip,PConc,1926,GasA,SBrkr,3140,Ex,11,BuiltIn,2009,820,TA,2009,485000
800,RL,7200,Reg,7,1937,Gable,BrkTil,731,GasA,SBrkr,1768,Gd,7,Detchd,1939,240,TA,2007,175000
801,RL,12798,IR1,5,1997,Gable,PConc,616,GasA,SBrkr,1688,Gd,8,Attchd,1997,603,TA,2008,200000
802,RM,4800,Reg,7,1916,Gable,CBlock,1196,GasA,FuseA,1196,TA,5,Detchd,1957,440,TA,2007,109900
803,RL,8199,Reg,5,2005,Gable,PConc,728,GasA,SBrkr,1456,Gd,7,Attchd,2005,410,TA,2008,189000
804,RL,13891,Reg,5,2008,Hip,PConc,1734,GasA,SBrkr,2822,Ex,12,BuiltIn,2009,1020,TA,2009,582933
805,RL,9000,Reg,5,1954,Gable,CBlock,936,GasA,SBrkr,1128,TA,5,Attchd,1954,286,TA,2006,118000
806,RL,12274,IR1,5,2008,Gable,PConc,1417,GasA,SBrkr,1428,Ex,6,Attchd,2008,554,TA,2008,227680
807,RL,9750,Reg,5,1967,Gable,PConc,980,GasA,SBrkr,980,TA,6,Attchd,1967,384,TA,2006,135500
808,RL,21384,Reg,6,1923,Gable,CBlock,1324,GasA,SBrkr,1576,Gd,6,Attchd,1923,528,TA,2009,223500
809,RL,13400,Reg,5,1966,Gable,CBlock,1024,GasA,SBrkr,1086,TA,6,Attchd,1966,484,TA,2006,159950
810,RM,8100,Reg,5,1898,Hip,PConc,849,GasA,FuseA,2138,TA,11,Detchd,1910,360,Po,2009,106000
811,RL,10140,Reg,6,1974,Hip,CBlock,1040,GasA,SBrkr,1309,Gd,5,Attchd,1974,484,TA,2006,181000
812,RM,4438,Reg,5,2004,Gable,PConc,848,GasA,SBrkr,848,Gd,4,Attchd,2004,420,TA,2008,144500
813,C (all),8712,Reg,5,1952,Hip,CBlock,540,GasA,FuseA,1044,Fa,4,Basment,1952,504,TA,2010,55993
814,RL,9750,Reg,6,1958,Gable,CBlock,1442,GasA,SBrkr,1442,TA,7,Attchd,1958,301,TA,2007,157900
815,RL,8248,Reg,7,1918,Gable,BrkTil,686,GasW,SBrkr,1250,Fa,7,Detchd,1955,280,TA,2006,116000
816,RL,12137,IR2,5,1998,Gable,PConc,1649,GasA,SBrkr,1661,Gd,6,Attchd,1998,598,TA,2010,224900
817,RL,11425,IR1,6,1954,Gable,CBlock,1008,GasA,SBrkr,1008,TA,4,Attchd,1954,275,TA,2006,137000
818,RL,13265,IR1,5,2002,Hip,PConc,1568,GasA,SBrkr,1689,Gd,7,Attchd,2002,857,TA,2008,271000
819,RL,8816,Reg,7,1971,Gable,CBlock,1010,GasA,SBrkr,1052,TA,6,Attchd,1971,440,TA,2010,155000
820,RL,6371,IR1,5,2009,Gable,PConc,1358,GasA,SBrkr,1358,Gd,6,Attchd,2010,484,TA,2010,224000
821,RL,7226,IR1,5,2003,Gable,PConc,798,GasA,SBrkr,1640,Gd,6,Attchd,2003,595,TA,2008,183000
822,RM,6000,Reg,4,1953,Gable,CBlock,936,GasA,SBrkr,936,TA,4,Detchd,1974,576,TA,2009,93000
823,RL,12394,IR1,5,2003,Gable,PConc,847,GasA,SBrkr,1733,Gd,7,BuiltIn,2003,433,TA,2007,225000
824,RL,9900,Reg,7,1940,Gable,BrkTil,778,GasA,SBrkr,1489,TA,7,Detchd,1940,240,TA,2009,139500
825,FV,11216,Reg,5,2006,Gable,PConc,1489,GasA,SBrkr,1489,Gd,7,Attchd,2006,776,TA,2006,232600
826,RL,14803,Reg,5,2007,Hip,PConc,2078,GasA,SBrkr,2084,Ex,7,Attchd,2007,1220,TA,2008,385000
827,RM,6130,Reg,6,1924,Gable,BrkTil,784,GasA,SBrkr,784,Gd,5,NA,NA,0,NA,2008,109500
828,RL,8529,IR1,5,2001,Gable,PConc,1454,GasA,SBrkr,1434,Gd,6,Attchd,2001,527,TA,2009,189000
829,RL,28698,IR2,5,1967,Flat,PConc,1013,GasA,SBrkr,2126,TA,7,Attchd,1967,538,TA,2009,185000
830,FV,2544,Reg,5,2005,Gable,PConc,600,GasA,SBrkr,1223,Gd,4,Detchd,2005,480,TA,2006,147400
831,RL,11900,IR1,5,1957,Gable,CBlock,1392,GasA,FuseA,1392,TA,6,Attchd,1957,458,TA,2008,166000
832,FV,3180,Reg,5,2005,Gable,PConc,600,GasA,SBrkr,1200,Gd,4,Detchd,2005,480,TA,2006,151000
833,RL,9548,IR1,6,2003,Gable,PConc,941,GasA,SBrkr,1829,Gd,7,Attchd,2003,613,TA,2010,237000
834,RL,10004,Reg,6,1964,Gable,CBlock,1516,GasA,SBrkr,1516,TA,6,Attchd,1964,472,TA,2009,167000
835,RL,7875,Reg,6,1961,Gable,CBlock,1144,GasA,SBrkr,1144,TA,6,Attchd,1961,456,TA,2008,139950
836,RL,9600,Reg,7,1950,Gable,CBlock,1067,GasA,SBrkr,1067,Gd,4,Attchd,1996,436,TA,2010,128000
837,RM,8100,Reg,6,1948,Gable,BrkTil,1559,GasA,SBrkr,1559,TA,5,Detchd,1948,812,TA,2007,153500
838,RM,1680,Reg,5,1973,Gable,CBlock,483,GasA,SBrkr,987,TA,5,Detchd,1973,264,TA,2008,100000
839,RL,9525,Reg,6,1995,Gable,PConc,1099,GasA,SBrkr,1099,Gd,6,Attchd,1999,352,TA,2008,144000
840,RL,11767,Reg,6,1946,Gable,CBlock,768,GasA,SBrkr,1200,TA,6,Detchd,1946,240,TA,2008,130500
841,RH,12155,IR1,8,1925,Gable,BrkTil,672,GasA,SBrkr,1482,Fa,7,Detchd,1934,400,TA,2008,140000
842,RM,10440,Reg,8,1904,Gable,PConc,650,GasA,SBrkr,1539,Gd,8,Detchd,1983,686,TA,2008,157500
843,RL,9020,Reg,7,1966,Gable,CBlock,1127,GasA,SBrkr,1165,TA,6,Attchd,1966,490,Gd,2008,174900
844,RL,8000,Reg,4,1961,Gable,CBlock,1800,GasA,SBrkr,1800,TA,10,NA,NA,0,NA,2007,141000
845,RM,12665,IR1,8,1915,Gable,BrkTil,876,GasA,SBrkr,1416,TA,7,Detchd,1949,720,TA,2008,153900
846,RL,16647,IR1,5,1975,Gable,CBlock,1390,GasA,SBrkr,1701,TA,6,Basment,1975,611,TA,2007,171000
847,RL,9317,Reg,5,1993,Gable,PConc,740,GasA,SBrkr,1775,Gd,7,Attchd,1993,425,TA,2009,213000
848,RL,15523,IR1,6,1972,Gable,CBlock,864,GasA,SBrkr,864,TA,5,Attchd,1972,338,TA,2009,133500
849,RL,45600,IR2,8,1908,Gable,BrkTil,907,GasA,SBrkr,2358,TA,10,Detchd,1908,360,TA,2008,240000
850,RL,9600,Reg,7,1976,Hip,CBlock,528,GasA,SBrkr,1855,TA,7,Attchd,1976,512,TA,2007,187000
851,RM,4435,Reg,5,2003,Gable,PConc,848,GasA,SBrkr,848,Gd,3,Attchd,2003,420,TA,2007,131500
852,RL,3196,Reg,5,2003,Gable,PConc,1273,GasA,SBrkr,1456,Gd,7,Attchd,2003,400,TA,2006,215000
853,RL,7128,Reg,5,1941,Gable,CBlock,918,GasA,SBrkr,1646,TA,7,Detchd,1941,240,TA,2007,164000
854,RL,12095,IR1,6,1964,Gable,CBlock,1127,GasA,SBrkr,1445,TA,7,Attchd,1964,645,TA,2009,158000
855,RL,17920,Reg,4,1955,Hip,CBlock,1763,GasA,SBrkr,1779,TA,6,Attchd,1955,454,TA,2006,170000
856,RL,6897,IR1,8,1962,Gable,CBlock,1040,GasA,SBrkr,1040,TA,6,Detchd,1962,260,TA,2010,127000
857,RL,10970,IR1,6,1978,Gable,CBlock,940,GasA,SBrkr,1026,TA,5,Detchd,1981,576,Fa,2008,147000
858,RL,8125,Reg,5,1994,Gable,PConc,702,GasA,SBrkr,1481,TA,6,Attchd,1994,343,TA,2009,174000
859,RL,10400,Reg,5,1976,Gable,CBlock,1090,GasA,SBrkr,1370,TA,6,Attchd,1976,479,TA,2009,152000
860,RL,11029,IR1,7,1968,Gable,CBlock,1054,GasA,SBrkr,2654,Gd,9,Attchd,1968,619,TA,2006,250000
861,RL,7642,Reg,8,1918,Gable,BrkTil,912,GasA,SBrkr,1426,Gd,7,Detchd,1925,216,TA,2007,189950
862,RL,11625,Reg,4,1965,Hip,PConc,1039,GasA,SBrkr,1039,TA,6,Attchd,1965,504,TA,2010,131500
863,RL,9672,Reg,5,1984,Hip,PConc,1040,GasA,SBrkr,1097,TA,6,Attchd,1986,480,TA,2010,152000
864,RL,7931,Reg,5,1959,Hip,CBlock,1148,GasA,SBrkr,1148,TA,6,Attchd,1959,672,TA,2009,132500
865,FV,8640,Reg,5,2007,Gable,PConc,1372,GasA,SBrkr,1372,Gd,6,Attchd,2008,529,TA,2008,250580
866,RL,8750,IR1,6,1970,Gable,CBlock,1002,GasA,SBrkr,1002,TA,5,Detchd,1973,902,TA,2009,148500
867,RL,10656,IR1,5,2006,Gable,PConc,1638,GasA,SBrkr,1646,Gd,6,Attchd,2007,870,TA,2007,248900
868,RL,6970,Reg,5,1961,Gable,CBlock,1040,GasA,SBrkr,1120,Fa,5,Attchd,1961,544,TA,2007,129000
869,RL,14762,IR2,6,1948,Gable,Slab,0,GasA,SBrkr,2320,TA,7,Attchd,1979,672,TA,2006,169000
870,RL,9938,Reg,5,1993,Gable,PConc,1050,GasA,SBrkr,1949,Gd,8,Attchd,1993,574,TA,2010,236000
871,RL,6600,Reg,5,1962,Hip,CBlock,894,GasA,SBrkr,894,TA,5,Detchd,1962,308,TA,2009,109500
872,RL,8750,Reg,5,1998,Gable,PConc,804,GasA,SBrkr,1682,Gd,7,Attchd,1998,523,TA,2010,200500
873,RL,8892,Reg,7,1953,Gable,Stone,105,GasA,SBrkr,910,Gd,5,Attchd,1953,414,TA,2008,116000
874,RL,12144,Reg,7,1949,Gable,CBlock,832,GasA,SBrkr,1268,TA,6,Attchd,1949,288,TA,2009,133000
875,RM,5720,Reg,6,1941,Gable,CBlock,676,GasA,SBrkr,1131,TA,5,Detchd,1941,200,TA,2009,66500
876,FV,9000,Reg,5,2007,Gable,PConc,1184,GasA,SBrkr,2610,Ex,11,BuiltIn,2007,550,TA,2007,303477
877,RL,25286,Reg,5,1963,Gable,PConc,1064,GasA,SBrkr,1040,TA,5,Attchd,1963,648,TA,2007,132250
878,RL,8834,Reg,5,2004,Hip,PConc,1462,GasA,SBrkr,2224,Ex,10,Attchd,2004,738,TA,2009,350000
879,RL,11782,IR1,7,1961,Gable,CBlock,1109,GasA,SBrkr,1155,Gd,6,Detchd,1987,576,TA,2010,148000
880,RL,7000,IR1,8,1978,Gable,CBlock,864,GasA,SBrkr,864,TA,6,Attchd,1978,336,TA,2009,136500
881,RL,7024,Reg,5,2005,Gable,PConc,1090,GasA,SBrkr,1090,TA,5,Attchd,2005,450,TA,2007,157000
882,RL,13758,IR1,5,1990,Gable,CBlock,1156,GasA,SBrkr,1717,Gd,7,Attchd,1990,400,TA,2007,187500
883,RL,9636,IR1,5,1992,Gable,PConc,808,GasA,SBrkr,1593,TA,7,BuiltIn,1993,389,TA,2009,178000
884,RL,6204,Reg,5,1912,Gable,PConc,795,GasA,SBrkr,2230,TA,10,Detchd,1997,440,Gd,2006,118500
885,RL,7150,Reg,5,1967,Gable,CBlock,892,GasA,SBrkr,892,TA,5,Attchd,1967,288,TA,2009,100000
886,FV,5119,IR1,5,1999,Gable,PConc,1698,GasA,SBrkr,1709,Gd,5,Attchd,1999,506,TA,2008,328900
887,RL,8393,Reg,5,1959,Gable,CBlock,1626,GasA,SBrkr,1712,TA,8,Attchd,2005,588,TA,2006,145000
888,RL,16466,IR1,7,1955,Gable,PConc,816,GasA,SBrkr,1393,TA,8,Attchd,1955,300,TA,2008,135500
889,RL,15865,IR1,6,1970,Flat,PConc,2217,GasA,SBrkr,2217,Gd,8,Attchd,1970,621,TA,2007,268000
890,RL,12160,Reg,4,1953,Hip,CBlock,1505,GasA,SBrkr,1505,TA,6,Attchd,1953,505,TA,2009,149500
891,RL,8064,Reg,7,1949,Gable,CBlock,672,GasA,SBrkr,924,TA,6,Detchd,2003,576,TA,2007,122900
892,RL,11184,Reg,5,1978,Hip,CBlock,918,GasA,SBrkr,1683,TA,7,Attchd,1978,440,TA,2009,172500
893,RL,8414,Reg,8,1963,Hip,CBlock,1059,GasA,SBrkr,1068,TA,6,Attchd,1963,264,TA,2006,154500
894,RL,13284,Reg,5,1954,Gable,PConc,1383,GasA,SBrkr,1383,TA,6,Attchd,1954,354,TA,2008,165000
895,RL,7018,Reg,5,1979,Gable,Slab,0,GasA,SBrkr,1535,TA,8,Attchd,1979,400,TA,2009,118858
896,RL,7056,Reg,5,1963,Hip,CBlock,780,GasA,SBrkr,1796,TA,8,Attchd,1963,483,TA,2008,140000
897,RM,8765,Reg,6,1936,Gable,BrkTil,951,GasA,SBrkr,951,TA,6,Detchd,1936,327,TA,2006,106500
898,RL,7018,Reg,5,1979,Gable,Slab,0,GasA,SBrkr,2240,TA,12,Detchd,1979,528,TA,2009,142953
899,RL,12919,IR1,5,2009,Hip,PConc,2330,GasA,SBrkr,2364,Ex,11,Attchd,2009,820,TA,2010,611657
900,RL,6993,Reg,7,1961,Gable,CBlock,912,GasA,SBrkr,1236,TA,6,Attchd,1961,288,TA,2006,135000
901,RL,7340,IR1,6,1971,Gable,CBlock,858,GasA,SBrkr,858,TA,4,Detchd,1979,684,TA,2007,110000
902,RL,8712,IR1,7,1957,Hip,CBlock,992,GasA,SBrkr,1306,TA,5,Detchd,1968,756,TA,2009,153000
903,RL,7875,Reg,5,2003,Gable,PConc,783,GasA,SBrkr,1509,Gd,8,Attchd,2003,393,TA,2006,180000
904,RL,14859,IR1,5,2006,Hip,PConc,1670,GasA,SBrkr,1670,Gd,7,Attchd,2006,690,TA,2006,240000
905,RL,6173,IR1,6,1967,Gable,CBlock,876,GasA,SBrkr,902,TA,6,Attchd,1967,288,TA,2007,125500
906,RL,9920,Reg,5,1954,Gable,CBlock,1056,GasA,SBrkr,1063,TA,6,Attchd,1954,280,TA,2010,128000
907,RL,13501,IR1,5,2006,Gable,PConc,1623,GasA,SBrkr,1636,Gd,8,Attchd,2006,865,TA,2007,255000
908,RL,11500,IR1,7,1936,Gable,CBlock,1017,GasA,SBrkr,2057,Gd,6,Attchd,1936,180,TA,2006,250000
909,RL,8885,IR1,5,1983,Gable,CBlock,864,GasA,SBrkr,902,TA,5,Attchd,1983,484,TA,2006,131000
910,RL,12589,IR2,5,2005,Gable,PConc,742,GasA,SBrkr,1484,Gd,8,Attchd,2005,390,TA,2009,174000
911,RL,11600,Reg,5,1960,Gable,CBlock,1105,GasA,FuseA,2274,TA,12,Detchd,1960,480,TA,2010,154300
912,RL,9286,IR1,7,1977,Gable,CBlock,1268,GasA,SBrkr,1268,Gd,5,Detchd,1978,252,TA,2009,143500
913,RM,6120,Reg,7,1925,Gable,BrkTil,768,GasA,SBrkr,1015,TA,6,Detchd,1925,450,TA,2006,88000
914,RH,6270,Reg,6,1949,Gable,CBlock,1001,GasA,FuseA,2002,TA,8,2Types,1949,871,TA,2007,145000
915,FV,3000,Reg,5,2009,Gable,PConc,612,GasA,SBrkr,1224,Gd,4,Detchd,2009,528,TA,2009,173733
916,RM,2001,Reg,5,1970,Gable,CBlock,546,GasA,SBrkr,1092,TA,6,Attchd,1970,286,TA,2007,75000
917,C (all),9000,Reg,3,1949,Gable,CBlock,480,GasA,FuseA,480,TA,4,Detchd,1958,308,TA,2006,35311
918,RL,17140,Reg,6,1956,Gable,CBlock,1134,GasA,FuseA,1229,TA,6,Attchd,1956,284,TA,2009,135000
919,RL,13125,IR1,5,1991,Gable,PConc,1104,GasA,SBrkr,2127,Gd,8,Attchd,1991,833,TA,2007,238000
920,RL,11029,IR1,8,1958,Hip,CBlock,1184,GasA,SBrkr,1414,TA,6,Attchd,1990,601,TA,2008,176500
921,RL,8462,IR1,5,1994,Gable,PConc,928,GasA,SBrkr,1721,Gd,7,Attchd,1994,471,TA,2007,201000
922,RL,8777,Reg,7,1900,Gable,CBlock,1272,GasA,SBrkr,2200,TA,9,NA,NA,0,NA,2008,145900
923,RL,10237,Reg,5,2005,Gable,PConc,1316,GasA,SBrkr,1316,Gd,6,Attchd,2005,397,TA,2006,169990
924,RL,8012,Reg,5,1993,Gable,PConc,1604,GasA,SBrkr,1617,Gd,5,Attchd,1993,533,TA,2008,193000
925,RL,10240,Reg,6,1980,Gable,CBlock,1686,GasA,SBrkr,1686,TA,7,Attchd,1980,612,TA,2006,207500
926,RL,15611,IR1,6,1977,Gable,PConc,1126,GasA,SBrkr,1126,Ex,6,Attchd,1977,540,TA,2008,175000
927,RL,11999,Reg,5,2003,Hip,PConc,1181,GasA,SBrkr,2374,Ex,10,BuiltIn,2003,656,TA,2007,285000
928,RL,9900,Reg,5,1968,Gable,CBlock,832,GasA,SBrkr,1978,TA,9,Attchd,1968,486,TA,2008,176000
929,RL,11838,Reg,5,2001,Hip,PConc,1753,GasA,SBrkr,1788,Ex,7,Attchd,2001,522,TA,2009,236500
930,RL,13006,IR1,5,1997,Gable,PConc,964,GasA,SBrkr,2236,Gd,8,BuiltIn,1997,642,TA,2006,222000
931,RL,8925,IR1,5,2007,Gable,PConc,1466,GasA,SBrkr,1466,Gd,7,Attchd,2007,610,TA,2009,201000
932,RL,9100,Reg,6,1965,Gable,CBlock,925,GasA,SBrkr,925,TA,5,Detchd,1965,429,TA,2009,117500
933,RL,11670,IR1,5,2006,Hip,PConc,1905,GasA,SBrkr,1905,Ex,8,Attchd,2006,788,TA,2007,320000
934,RL,8487,Reg,5,2004,Gable,PConc,1500,GasA,SBrkr,1500,Gd,6,Attchd,2004,570,TA,2009,190000
935,RL,27650,IR2,7,1960,Flat,CBlock,585,GasA,SBrkr,2069,Gd,9,Attchd,1960,505,TA,2008,242000
936,RL,5825,IR1,5,1926,Gable,PConc,600,GasA,SBrkr,747,TA,5,Detchd,1953,528,TA,2006,79900
937,RL,10083,Reg,5,2003,Gable,PConc,1176,GasA,SBrkr,1200,Gd,5,Attchd,2003,555,TA,2009,184900
938,RL,9675,Reg,5,2005,Gable,PConc,1113,GasA,SBrkr,1971,Gd,8,Attchd,2005,689,TA,2009,253000
939,RL,8760,Reg,5,2006,Gable,PConc,1391,GasA,SBrkr,1962,Gd,7,Attchd,2006,868,TA,2006,239799
940,RL,24090,Reg,7,1940,Gable,CBlock,1032,GasA,SBrkr,2403,TA,10,Attchd,1940,349,TA,2010,244400
941,RL,12640,IR1,5,1976,Gable,CBlock,1728,GasA,SBrkr,1728,TA,8,Attchd,1976,574,TA,2006,150900
942,RL,8755,IR1,5,1999,Gable,PConc,992,GasA,SBrkr,2060,Gd,8,BuiltIn,1999,390,TA,2009,214000
943,RL,7711,IR1,3,1977,Gable,PConc,1440,GasA,SBrkr,1440,TA,8,NA,NA,0,NA,2007,150000
944,RL,25000,Reg,4,1967,Gable,CBlock,1632,GasA,SBrkr,1632,TA,8,Attchd,1967,576,TA,2007,143000
945,RL,14375,IR1,6,1958,Gable,CBlock,819,GasA,FuseA,1344,Gd,7,Basment,1958,525,TA,2009,137500
946,RM,8820,Reg,6,1890,Hip,BrkTil,1088,GasA,SBrkr,1869,TA,7,Detchd,1963,456,TA,2009,124900
947,RL,8163,Reg,6,1959,Gable,CBlock,1144,GasA,SBrkr,1144,TA,6,Attchd,1959,796,TA,2006,143000
948,RL,14536,Reg,5,2002,Hip,PConc,1616,GasA,SBrkr,1629,Gd,9,Attchd,2002,808,TA,2007,270000
949,RL,14006,IR1,5,2002,Gable,PConc,936,GasA,SBrkr,1776,Gd,7,Attchd,2002,474,TA,2006,192500
950,RL,9360,Reg,7,1972,Hip,CBlock,1161,GasA,SBrkr,1381,Gd,5,Attchd,1972,676,TA,2010,197500
951,RL,7200,Reg,8,1950,Gable,CBlock,864,GasA,SBrkr,864,Gd,5,Detchd,1980,720,TA,2007,129000
952,RH,7800,Reg,5,1965,Gable,CBlock,828,GasA,SBrkr,965,TA,6,Detchd,1979,300,TA,2006,119900
953,RL,7200,Reg,8,1972,Gable,CBlock,768,GasA,SBrkr,768,TA,5,Detchd,1974,396,TA,2009,133900
954,RL,11075,IR1,4,1969,Gable,CBlock,784,GasA,SBrkr,1968,TA,7,Attchd,1969,530,TA,2008,172000
955,RL,9400,IR1,5,1975,Flat,CBlock,945,GasA,SBrkr,980,TA,4,NA,NA,0,NA,2006,127500
956,RH,7136,IR1,6,1946,Gable,CBlock,979,GasA,FuseF,1958,TA,8,Attchd,1946,492,TA,2007,145000
957,RM,1300,Reg,6,1980,Gable,CBlock,561,GasA,SBrkr,1229,TA,5,Attchd,1980,462,TA,2009,124000
958,RL,7420,Reg,5,1962,Hip,CBlock,1057,GasA,SBrkr,1057,TA,6,Detchd,1977,576,TA,2007,132000
959,RL,8450,Reg,5,2003,Gable,PConc,1337,GasA,SBrkr,1337,Gd,6,Attchd,2003,531,TA,2007,185000
960,FV,2572,Reg,5,1999,Hip,PConc,696,GasA,SBrkr,1416,Gd,6,Detchd,1999,484,TA,2010,155000
961,RL,7207,IR1,7,1958,Gable,CBlock,858,GasA,SBrkr,858,TA,4,NA,NA,0,NA,2010,116500
962,RL,12227,IR1,7,1977,Gable,CBlock,1330,GasA,SBrkr,2872,TA,11,Attchd,1977,619,TA,2008,272000
963,RL,2308,Reg,6,1976,Gable,CBlock,804,GasA,SBrkr,1548,Gd,7,Detchd,1976,440,TA,2007,155000
964,RL,11923,IR1,5,2007,Gable,PConc,1800,GasA,SBrkr,1800,Ex,7,Attchd,2007,702,TA,2009,239000
965,RL,11316,Reg,5,2002,Gable,PConc,817,GasA,SBrkr,1894,Gd,8,BuiltIn,2002,510,TA,2010,214900
966,RL,10237,Reg,5,2005,Gable,PConc,783,GasA,SBrkr,1484,Gd,8,Attchd,2005,393,TA,2007,178900
